VAARWATER;BENAM_COD;BENAMING;S57_ID;INBEDRIJF;X_RD;Y_RD;OBJ_SOORT;IALA_CAT;N_WGS_GMS;E_WGS_GMS;N_WGS_GM;E_WGS_GM;OBJ_VORM_C;OBJ_VORM;OBJ_KLEUR_C;OBJ_KLEUR;KLEURPATR_C;KLEURPATR;V_TT_C;TT_TOPTEK;TT_KLEUR_C;TT_KLEUR;TT_PAT_C;TT_KLR_PAT;SIGN_KAR_C;SIGN_KAR;SIGN_GR_C;SIGN_GROEP;SIGN_PERIO;RACON_CODE;LICHT_KL_C;LICHT_KLR;OPGEHEVEN;X_WGS84;Y_WGS84
GREVELINGEN;VW-G    -0371;RB 5;1002;01.01.2005;0,0000;0,0000;TK1200.1;4;51.44.27.72;003.55.35.34;51.44.4620;003.55.5890;1;spits;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.92648333;51.74103333
GREVELINGEN;VW-G    -0372;RB 7;1002;01.01.2005;0,0000;0,0000;TK1200.1;4;51.44.45.72;003.55.17.82;51.44.7620;003.55.2970;1;spits;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.92161667;51.74603333
GREVELINGEN;VW-G    -0373;RB 9;1002;01.01.2005;0,0000;0,0000;TK1200.1;4;51.45.05.70;003.55.10.38;51.45.0950;003.55.1730;1;spits;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.91955;51.75158333
GREVELINGEN;VW-G    -0374;RB 11;1002;01.01.2005;0,0000;0,0000;TK1200.1;4;51.45.25.68;003.55.03.72;51.45.4280;003.55.0620;1;spits;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.9177;51.75713333
GREVELINGEN;VW-G    -0375;RB 4;1102;01.01.2005;0,0000;0,0000;TK1200.2;4;51.44.11.70;003.56.06.36;51.44.1950;003.56.1060;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.9351;51.73658333
GREVELINGEN;VW-G    -0376;RB 6;1102;01.01.2005;0,0000;0,0000;TK1200.2;4;51.44.17.58;003.55.44.28;51.44.2930;003.55.7380;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.92896667;51.73821667
GREVELINGEN;VW-G    -0377;RB 8;1102;01.01.2005;0,0000;0,0000;TK1200.2;4;51.44.23.94;003.55.26.04;51.44.3990;003.55.4340;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.9239;51.73998333
GREVELINGEN;VW-G    -0378;RB 10;1104;01.01.2005;0,0000;0,0000;TK1200.2;4;51.44.36.48;003.54.52.80;51.44.6080;003.54.8800;2;stomp;3;Rood;#;Niet toegewezen;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.91466667;51.74346667
GREVELINGEN;VW-G    -0379;RB 12;1102;01.01.2005;0,0000;0,0000;TK1200.2;4;51.44.35.64;003.54.29.70;51.44.5940;003.54.4950;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.90825;51.74323333
GREVELINGEN;VW-G    -0382;RB 16;1102;01.01.2005;52025,5040;418158,5661;TK1200.2;4;51.44.33.53;003.53.46.22;51.44.5589;003.53.7703;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.89617222;51.74264722
GREVELINGEN;VW-G    -0383;RB 18;1102;01.01.2005;0,0000;0,0000;TK1200.2;4;51.44.38.99;003.53.29.88;51.44.6498;003.53.4980;2;stomp;3;Rood;#;Niet toegewezen;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.89163333;51.74416389
GREVELINGEN;VW-G    -0384;ZW 1;3059;01.01.2005;0,0000;0,0000;TK1200.1;4;51.44.57.60;003.55.48.72;51.44.9600;003.55.8120;1;spits;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.9302;51.74933333
GREVELINGEN;VW-G    -0385;ZW 3;3059;01.01.2005;0,0000;0,0000;TK1200.1;4;51.45.09.12;003.56.18.84;51.45.1520;003.56.3140;1;spits;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.93856667;51.75253333
GREVELINGEN;VW-G    -0386;ZW 5;3059;01.01.2005;0,0000;0,0000;TK1200.1;4;51.45.31.80;003.56.18.12;51.45.5300;003.56.3020;1;spits;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.93836667;51.75883333
GREVELINGEN;VW-G    -0387;ZW 7;3059;01.01.2005;0,0000;0,0000;TK1200.1;4;51.45.53.22;003.56.25.74;51.45.8870;003.56.4290;1;spits;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.94048333;51.76478333
GREVELINGEN;VW-G    -0388;GO 8;1102;01.01.2005;0,0000;0,0000;TK1200.2;4;51.45.25.09;003.52.28.97;51.45.4182;003.52.4828;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.87471389;51.75696944
GREVELINGEN;VW-G    -0389;GO 10;1104;01.01.2005;0,0000;0,0000;TK1200.2;4;51.45.32.96;003.52.14.33;51.45.5493;003.52.2388;2;stomp;3;Rood;#;Niet toegewezen;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.87064722;51.75915556
GREVELINGEN;VW-G    -0390;GB 18A;1102;01.01.2005;0,0000;0,0000;TK1200.2;4;51.44.02.46;003.54.27.61;51.44.0410;003.54.4602;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.90766944;51.73401667
GREVELINGEN;VW-G    -0391;GB 19A;1002;01.01.2005;0,0000;0,0000;TK1200.1;4;51.44.05.93;003.54.34.07;51.44.0988;003.54.5678;1;spits;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.90946389;51.73498056
GREVELINGEN;VW-G    -0392;1;1512;01.01.2005;0,0000;0,0000;REC;4;51.40.44.34;004.06.31.74;51.40.7390;004.06.5290;5;spar;4,1,4,1;Groen/wit repeterend;1;Horizontaal;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.10881667;51.67898333
GREVELINGEN;VW-G    -0393;2;1512;01.01.2005;0,0000;0,0000;REC;4;51.40.50.70;004.07.02.22;51.40.8450;004.07.0370;5;spar;4,1,4,1;Groen/wit repeterend;1;Horizontaal;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.11728333;51.68075
GREVELINGEN;VW-G    -0394;3;1512;01.01.2005;0,0000;0,0000;REC;4;51.40.53.04;004.07.22.08;51.40.8840;004.07.3680;5;spar;4,1,4,1;Groen/wit repeterend;1;Horizontaal;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.1228;51.6814
GREVELINGEN;VW-G    -0395;4;1512;01.01.2005;67839,7108;411170,0453;REC;4;51.40.57.12;004.07.36.66;51.40.9520;004.07.6110;5;spar;4,1,4,1;Groen/wit repeterend;1;Horizontaal;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.12685;51.68253333
GREVELINGEN;VW-G    -0396;5;1512;01.01.2005;68140,5465;411300,2298;REC;4;51.41.01.50;004.07.52.20;51.41.0250;004.07.8700;5;spar;4,1,4,1;Groen/wit repeterend;1;Horizontaal;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.13116667;51.68375
GREVELINGEN;VW-G    -0397;6;1512;01.01.2005;69259,9215;411299,5842;REC;4;51.41.02.10;004.08.50.46;51.41.0350;004.08.8410;5;spar;4,1,4,1;Groen/wit repeterend;1;Horizontaal;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.14735;51.68391667
GREVELINGEN;VW-G    -0398;7;1512;01.01.2005;69540,0683;411300,3839;REC;4;51.41.02.28;004.09.05.04;51.41.0380;004.09.0840;5;spar;4,1,4,1;Groen/wit repeterend;1;Horizontaal;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.1514;51.68396667
GREVELINGEN;VW-G    -0399;8;1512;01.01.2005;0,0000;0,0000;REC;4;51.41.02.82;004.09.18.90;51.41.0470;004.09.3150;5;spar;4,1,4,1;Groen/wit repeterend;1;Horizontaal;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.15525;51.68411667
GREVELINGEN;VW-G    -0400;9;1512;01.01.2005;0,0000;0,0000;REC;4;51.41.12.90;004.09.08.82;51.41.2150;004.09.1470;5;spar;4,1,4,1;Groen/wit repeterend;1;Horizontaal;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.15245;51.68691667
GREVELINGEN;VW-G    -0401;10;1512;01.01.2005;0,0000;0,0000;REC;4;51.41.20.70;004.08.53.22;51.41.3450;004.08.8870;5;spar;4,1,4,1;Groen/wit repeterend;1;Horizontaal;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.14811667;51.68908333
GREVELINGEN;VW-G    -0402;11;1512;01.01.2005;0,0000;0,0000;REC;4;51.41.26.58;004.08.34.20;51.41.4430;004.08.5700;5;spar;4,1,4,1;Groen/wit repeterend;1;Horizontaal;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.14283333;51.69071667
GREVELINGEN;VW-G    -0403;12;1512;01.01.2005;0,0000;0,0000;REC;4;51.41.33.30;004.08.09.78;51.41.5550;004.08.1630;5;spar;4,1,4,1;Groen/wit repeterend;1;Horizontaal;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.13605;51.69258333
GREVELINGEN;VW-G    -0404;13;1512;01.01.2005;0,0000;0,0000;REC;4;51.41.37.26;004.07.42.96;51.41.6210;004.07.7160;5;spar;4,1,4,1;Groen/wit repeterend;1;Horizontaal;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.1286;51.69368333
GREVELINGEN;VW-G    -0405;14;1512;01.01.2005;0,0000;0,0000;REC;4;51.41.40.14;004.07.20.70;51.41.6690;004.07.3450;5;spar;4,1,4,1;Groen/wit repeterend;1;Horizontaal;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.12241667;51.69448333
GREVELINGEN;VW-G    -0406;15;1512;01.01.2005;0,0000;0,0000;REC;4;51.41.44.70;004.06.56.40;51.41.7450;004.06.9400;5;spar;4,1,4,1;Groen/wit repeterend;1;Horizontaal;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.11566667;51.69575
GREVELINGEN;VW-G    -0407;16;1512;01.01.2005;0,0000;0,0000;REC;4;51.41.48.12;004.06.29.76;51.41.8020;004.06.4960;5;spar;4,1,4,1;Groen/wit repeterend;1;Horizontaal;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.10826667;51.6967
GREVELINGEN;VW-G    -0408;17;1512;01.01.2005;0,0000;0,0000;REC;4;51.41.00.42;004.05.30.48;51.41.0070;004.05.5080;5;spar;3,1,3,1;Rood/wit repeterend;1;Horizontaal;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.0918;51.68345
GREVELINGEN;VW-G    -0409;18;1512;01.01.2005;0,0000;0,0000;REC;4;51.40.54.42;004.05.42.30;51.40.9070;004.05.7050;5;spar;3,1,3,1;Rood/wit repeterend;1;Horizontaal;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.09508333;51.68178333
GREVELINGEN;VW-G    -0410;19;1512;01.01.2005;0,0000;0,0000;REC;4;51.40.54.60;004.06.00.12;51.40.9100;004.06.0020;5;spar;3,1,3,1;Rood/wit repeterend;1;Horizontaal;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.10003333;51.68183333
GREVELINGEN;VW-G    -0411;20;1512;01.01.2005;0,0000;0,0000;REC;4;51.41.01.98;004.06.11.82;51.41.0330;004.06.1970;5;spar;3,1,3,1;Rood/wit repeterend;1;Horizontaal;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.10328333;51.68388333
GREVELINGEN;VW-G    -0412;21;1512;01.01.2005;0,0000;0,0000;REC;4;51.41.14.04;004.06.02.34;51.41.2340;004.06.0390;5;spar;3,1,3,1;Rood/wit repeterend;1;Horizontaal;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.10065;51.68723333
GREVELINGEN;VW-G    -0413;22;1512;01.01.2005;0,0000;0,0000;REC;4;51.41.49.56;004.06.02.88;51.41.8260;004.06.0480;5;spar;4,1,4,1;Groen/wit repeterend;1;Horizontaal;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.1008;51.6971
GREVELINGEN;VW-G    -0414;23;1512;01.01.2005;0,0000;0,0000;REC;4;51.41.50.16;004.05.37.38;51.41.8360;004.05.6230;5;spar;4,1,4,1;Groen/wit repeterend;1;Horizontaal;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.09371667;51.69726667
GREVELINGEN;VW-G    -0415;24;1512;01.01.2005;0,0000;0,0000;REC;4;51.41.49.86;004.04.51.66;51.41.8310;004.04.8610;5;spar;4,1,4,1;Groen/wit repeterend;1;Horizontaal;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.08101667;51.69718333
GREVELINGEN;VW-G    -0416;25;1512;01.01.2005;0,0000;0,0000;REC;4;51.41.46.32;004.04.20.94;51.41.7720;004.04.3490;5;spar;4,1,4,1;Groen/wit repeterend;1;Horizontaal;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.07248333;51.6962
GREVELINGEN;VW-G    -0417;26;1512;01.01.2005;0,0000;0,0000;REC;4;51.41.52.26;004.03.54.66;51.41.8710;004.03.9110;5;spar;4,1,4,1;Groen/wit repeterend;1;Horizontaal;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.06518333;51.69785
GREVELINGEN;VW-G    -0418;27;1512;01.01.2005;0,0000;0,0000;REC;4;51.42.02.40;004.03.32.40;51.42.0400;004.03.5400;5;spar;4,1,4,1;Groen/wit repeterend;1;Horizontaal;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.059;51.70066667
GREVELINGEN;VW-G    -0419;28;1512;01.01.2005;0,0000;0,0000;REC;4;51.42.04.68;004.03.02.34;51.42.0780;004.03.0390;5;spar;4,1,4,1;Groen/wit repeterend;1;Horizontaal;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.05065;51.7013
GREVELINGEN;VW-G    -0420;29;1512;01.01.2005;0,0000;0,0000;REC;4;51.42.06.48;004.02.49.74;51.42.1080;004.02.8290;5;spar;4,1,4,1;Groen/wit repeterend;1;Horizontaal;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.04715;51.7018
GREVELINGEN;VW-G    -0421;30;1421;01.01.2005;0,0000;0,0000;REC;4;51.42.51.54;004.01.53.28;51.42.8590;004.01.8880;5;spar;3,4,3,4;Rood/groen repeterend;1;Horizontaal;3;Bol;3,4;Rood/groen;1;Horizontaal;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.03146667;51.71431667
GREVELINGEN;VW-G    -0422;31;1562;01.01.2005;0,0000;0,0000;REC;4;51.43.03.12;004.01.55.80;51.43.0520;004.01.9300;5;spar;3,1,3,1;Rood/wit repeterend;1;Horizontaal;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.03216667;51.71753333
GREVELINGEN;VW-G    -0423;32;1512;01.01.2005;0,0000;0,0000;REC;4;51.42.54.60;004.01.32.88;51.42.9100;004.01.5480;5;spar;4,1,4,1;Groen/wit repeterend;1;Horizontaal;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.0258;51.71516667
GREVELINGEN;VW-G    -0424;33;1512;01.01.2005;0,0000;0,0000;REC;4;51.42.54.00;004.01.19.26;51.42.9000;004.01.3210;5;spar;4,1,4,1;Groen/wit repeterend;1;Horizontaal;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.02201667;51.715
GREVELINGEN;VW-G    -0425;34;1512;01.01.2005;0,0000;0,0000;REC;4;51.42.52.80;004.01.03.36;51.42.8800;004.01.0560;5;spar;4,1,4,1;Groen/wit repeterend;1;Horizontaal;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.0176;51.71466667
GREVELINGEN;VW-G    -0426;35;1512;01.01.2005;0,0000;0,0000;REC;4;51.42.51.90;004.00.34.56;51.42.8650;004.00.5760;5;spar;4,1,4,1;Groen/wit repeterend;1;Horizontaal;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.0096;51.71441667
GREVELINGEN;VW-G    -0427;36;1512;01.01.2005;0,0000;0,0000;REC;4;51.42.50.93;004.00.17.51;51.42.8488;004.00.2918;5;spar;4,1,4,1;Groen/wit repeterend;1;Horizontaal;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.00486389;51.71414722
GREVELINGEN;VW-G    -0428;37;1512;01.01.2005;0,0000;0,0000;REC;4;51.42.57.96;004.00.10.56;51.42.9660;004.00.1760;5;spar;4,1,4,1;Groen/wit repeterend;1;Horizontaal;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.00293333;51.7161
GREVELINGEN;VW-G    -0429;38;1512;01.01.2005;0,0000;0,0000;REC;4;51.43.06.12;004.00.05.28;51.43.1020;004.00.0880;5;spar;4,1,4,1;Groen/wit repeterend;1;Horizontaal;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.00146667;51.71836667
GREVELINGEN;VW-G    -0430;39;1512;01.01.2005;0,0000;0,0000;REC;4;51.43.15.00;004.00.04.32;51.43.2500;004.00.0720;5;spar;4,1,4,1;Groen/wit repeterend;1;Horizontaal;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.0012;51.72083333
GREVELINGEN;VW-G    -0431;40;1512;01.01.2005;0,0000;0,0000;REC;4;51.43.22.26;004.00.03.42;51.43.3710;004.00.0570;5;spar;4,1,4,1;Groen/wit repeterend;1;Horizontaal;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4.00095;51.72285
GREVELINGEN;VW-G    -0432;41;1512;01.01.2005;0,0000;0,0000;REC;4;51.43.34.44;003.59.50.58;51.43.5740;003.59.8430;5;spar;4,1,4,1;Groen/wit repeterend;1;Horizontaal;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.99738333;51.72623333
GREVELINGEN;VW-G    -0433;42;1512;01.01.2005;0,0000;0,0000;REC;4;51.43.50.34;003.59.39.30;51.43.8390;003.59.6550;5;spar;4,1,4,1;Groen/wit repeterend;1;Horizontaal;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.99425;51.73065
GREVELINGEN;VW-G    -0434;43;1512;01.01.2005;0,0000;0,0000;REC;4;51.44.07.74;003.59.30.42;51.44.1290;003.59.5070;5;spar;4,1,4,1;Groen/wit repeterend;1;Horizontaal;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.99178333;51.73548333
GREVELINGEN;VW-G    -0435;44;1512;01.01.2005;0,0000;0,0000;REC;4;51.44.16.92;003.59.26.46;51.44.2820;003.59.4410;5;spar;4,1,4,1;Groen/wit repeterend;1;Horizontaal;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.99068333;51.73803333
GREVELINGEN;VW-G    -0436;45;1512;01.01.2005;0,0000;0,0000;REC;4;51.44.26.58;003.59.20.70;51.44.4430;003.59.3450;5;spar;4,1,4,1;Groen/wit repeterend;1;Horizontaal;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.98908333;51.74071667
GREVELINGEN;VW-G    -0437;46;1512;01.01.2005;0,0000;0,0000;REC;4;51.44.38.46;003.59.11.82;51.44.6410;003.59.1970;5;spar;4,1,4,1;Groen/wit repeterend;1;Horizontaal;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.98661667;51.74401667
GREVELINGEN;VW-G    -0438;47;1512;01.01.2005;0,0000;0,0000;REC;4;51.44.45.12;003.59.05.52;51.44.7520;003.59.0920;5;spar;4,1,4,1;Groen/wit repeterend;1;Horizontaal;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.98486667;51.74586667
GREVELINGEN;VW-G    -0439;48;1512;01.01.2005;0,0000;0,0000;REC;4;51.44.49.92;003.59.01.56;51.44.8320;003.59.0260;5;spar;4,1,4,1;Groen/wit repeterend;1;Horizontaal;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.98376667;51.7472
GREVELINGEN;VW-G    -0440;49;1512;01.01.2005;0,0000;0,0000;REC;4;51.44.56.76;003.58.54.00;51.44.9460;003.58.9000;5;spar;4,1,4,1;Groen/wit repeterend;1;Horizontaal;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.98166667;51.7491
GREVELINGEN;VW-G    -0441;50;1512;01.01.2005;0,0000;0,0000;REC;4;51.45.03.90;003.58.45.84;51.45.0650;003.58.7640;5;spar;4,1,4,1;Groen/wit repeterend;1;Horizontaal;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.9794;51.75108333
GREVELINGEN;VW-G    -0442;51;1421;01.01.2005;0,0000;0,0000;REC;4;51.44.22.20;003.58.19.80;51.44.3700;003.58.3300;5;spar;3,4,3,4;Rood/groen repeterend;1;Horizontaal;3;Bol;3,4;Rood/groen;1;Horizontaal;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.97216667;51.7395
GREVELINGEN;VW-G    -0443;52;1512;01.01.2005;0,0000;0,0000;REC;4;51.45.48.78;003.59.03.00;51.45.8130;003.59.0500;5;spar;4,1,4,1;Groen/wit repeterend;1;Horizontaal;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.98416667;51.76355
GREVELINGEN;VW-G    -0444;53;1512;01.01.2005;0,0000;0,0000;REC;4;51.45.46.08;003.59.18.84;51.45.7680;003.59.3140;5;spar;4,1,4,1;Groen/wit repeterend;1;Horizontaal;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;3.98856667;51.7628
